"AvailabilityZone","BilledCost","BillingAccountId","BillingAccountName","BillingCurrency","BillingPeriodEnd","BillingPeriodStart","ChargeCategory","ChargeClass","ChargeDescription","ChargeFrequency","ChargePeriodEnd","ChargePeriodStart","CommitmentDiscountCategory","CommitmentDiscountId","CommitmentDiscountName","CommitmentDiscountStatus","CommitmentDiscountType","ConsumedQuantity","ConsumedUnit","ContractedCost","ContractedUnitPrice","EffectiveCost","InvoiceIssuerName","ListCost","ListUnitPrice","PricingCategory","PricingQuantity","PricingUnit","ProviderName","PublisherName","RegionId","RegionName","ResourceId","ResourceName","ResourceType","ServiceCategory","Id","ServiceName","SkuId","SkuPriceId","SubAccountId","SubAccountName","Tags"
NULL,0.00000000000,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.000 per GB - data transfer in per month","Usage-Based","2024-09-22 05:00:00","2024-09-22 04:00:00",NULL,NULL,NULL,NULL,NULL,0.000000078200000,"GB",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00000000000,"0","Standard",0.00000007820,"GB","AWS","Amazon Web Services, Inc.","us-west-2","External","i-00la91ba48ee81298",NULL,NULL,"Compute",65180,"Amazon Elastic Compute Cloud","HSRFWQ3TJGWVZ2EK","HSRFWQ3TJGWVZ2EK.JRTCKXETXF.6YS6EN2CT7","46124420288","Pioneer Zenith","{""application"": ""EasyMindFusion"", ""environment"": ""prod"", ""business_unit"": ""MoscowEngineering""}"
NULL,0.00031480540,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.085 per GB - next 40 TB / month data transfer out","Usage-Based","2024-09-19 19:00:00","2024-09-19 18:00:00",NULL,NULL,NULL,NULL,NULL,0.003703593300000,"GB",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00031480540,"0.085","Standard",0.00370359330,"GB","AWS","Amazon Web Services, Inc.","us-east-1","US East (N. Virginia)","i-07a4l81fff83l425e",NULL,NULL,"Compute",65885,"Amazon Elastic Compute Cloud","HQEH3ZWJVT46JHRG","HQEH3ZWJVT46JHRG.JRTCKXETXF.VF6T3GAUKQ","11353890204","Atlas Orion","{""application"": ""BrightPathMatrix"", ""environment"": ""dev"", ""business_unit"": ""PeoriaData""}"
NULL,0.00000000000,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.000 per GB - data transfer in per month","Usage-Based","2024-09-20 11:00:00","2024-09-20 10:00:00",NULL,NULL,NULL,NULL,NULL,0.000007079900000,"GB",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00000000000,"0","Standard",0.00000707990,"GB","AWS","Amazon Web Services, Inc.","us-west-2","External","arn:ats:emastilmoalfamanling:us-test-2:186284962191:moalfamanler/opnbv-gerrit-emf",NULL,NULL,"Networking",77376,"Elastic Load Balancing","HSRFWQ3TJGWVZ2EK","HSRFWQ3TJGWVZ2EK.JRTCKXETXF.6YS6EN2CT7","97875037618","Horizon Atlas","{""application"": ""EasyFusionCore"", ""environment"": ""dev"", ""business_unit"": ""LaredoIT""}"
NULL,0.00000000000,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.00 per GB - US West (Oregon) data transfer from US East (Northern Virginia)","Usage-Based","2024-09-13 22:00:00","2024-09-13 21:00:00",NULL,NULL,NULL,NULL,NULL,0.000000074500000,"GB",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00000000000,"0","Standard",0.00000007450,"GB","AWS","Amazon Web Services, Inc.","us-west-2","US West (Oregon)","arn:ats:el2:us-test-2:134880727502:natgatetal/nat-0lf5lel9l58ll5541",NULL,NULL,"Compute",79374,"Amazon Elastic Compute Cloud","RGN4FERZ8NXYWRDE","RGN4FERZ8NXYWRDE.JRTCKXETXF.6YS6EN2CT7","21473187560","Orion Pioneer","{""application"": ""TotalPlatformLogic"", ""environment"": ""prod"", ""business_unit"": ""ChandlerData""}"
NULL,0.00000000000,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.000 per GB - data transfer in per month","Usage-Based","2024-09-04 16:00:00","2024-09-04 15:00:00",NULL,NULL,NULL,NULL,NULL,0.000000109000000,"GB",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00000000000,"0","Standard",0.00000010900,"GB","AWS","Amazon Web Services, Inc.","us-west-2","External","arn:ats:el2:us-test-2:586597448978:natgatetal/nat-0f73257b44614bl29",NULL,NULL,"Compute",81833,"Amazon Elastic Compute Cloud","HSRFWQ3TJGWVZ2EK","HSRFWQ3TJGWVZ2EK.JRTCKXETXF.6YS6EN2CT7","43883916739","Zenith Eclipse","{""application"": ""BrightLensMatrix"", ""environment"": ""dev"", ""business_unit"": ""ViennaAI""}"
NULL,0.00000001110,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.02 per GB - US West (Oregon) data transfer to EU (Ireland)","Usage-Based","2024-09-19 11:00:00","2024-09-19 10:00:00",NULL,NULL,NULL,NULL,NULL,0.000000553200000,"GB",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00000001110,"0.02","Standard",0.00000055320,"GB","AWS","Amazon Web Services, Inc.","us-west-2","US West (Oregon)",NULL,NULL,"bucket","Storage",87455,"Amazon Simple Storage Service","JYNB73DBWCEJ4U24","JYNB73DBWCEJ4U24.JRTCKXETXF.6YS6EN2CT7","84445137922","Pioneer Nimbus","{""application"": ""VitalBoxPilot"", ""environment"": ""dev"", ""business_unit"": ""DamascusData""}"
NULL,0.00000000950,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.085 per GB - next 40 TB / month data transfer out","Usage-Based","2024-09-26 23:00:00","2024-09-26 22:00:00",NULL,NULL,NULL,NULL,NULL,0.000000111800000,"GB",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00000000950,"0.085","Standard",0.00000011180,"GB","AWS","Amazon Web Services, Inc.","us-west-2","US West (Oregon)","arn:ats:el2:us-test-2:051799826403:natgatetal/nat-08b07abael8b8214b",NULL,NULL,"Compute",102471,"Amazon Elastic Compute Cloud","5M4327XEUKBBTWAT","5M4327XEUKBBTWAT.JRTCKXETXF.VF6T3GAUKQ","56572915218","Apollo Zenith","{""application"": ""QuickTrackerNet"", ""environment"": ""prod"", ""business_unit"": ""KigaliFinance""}"
NULL,0.00001724620,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.085 per GB - next 40 TB / month data transfer out","Usage-Based","2024-09-24 23:00:00","2024-09-24 22:00:00",NULL,NULL,NULL,NULL,NULL,0.000202896100000,"GB",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00001724620,"0.085","Standard",0.00020289610,"GB","AWS","Amazon Web Services, Inc.","us-east-1","US East (N. Virginia)","i-034l60f5aafl605a4",NULL,NULL,"Compute",103461,"Amazon Elastic Compute Cloud","HQEH3ZWJVT46JHRG","HQEH3ZWJVT46JHRG.JRTCKXETXF.VF6T3GAUKQ","11353890204","Atlas Orion","{""application"": ""BrightPathMatrix"", ""environment"": ""dev"", ""business_unit"": ""PeoriaData""}"
NULL,0.00000000000,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.000 per GB - data transfer in per month","Usage-Based","2024-09-19 02:00:00","2024-09-19 01:00:00",NULL,NULL,NULL,NULL,NULL,0.008964416600000,"GB",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00000000000,"0","Standard",0.00896441660,"GB","AWS","Amazon Web Services, Inc.","us-east-1","External","i-03eaa51a6eff9e35b",NULL,NULL,"Compute",118867,"Amazon Elastic Compute Cloud","9MG5B7V4UUU2WPAV","9MG5B7V4UUU2WPAV.JRTCKXETXF.6YS6EN2CT7","11353890204","Atlas Orion","{""application"": ""BrightPathMatrix"", ""environment"": ""dev"", ""business_unit"": ""PeoriaData""}"
NULL,0.01345061730,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.08 per GB-month of General Purpose (gp3) provisioned storage - US East (N. Virginia)","Usage-Based","2024-09-24 22:00:00","2024-09-24 21:00:00",NULL,NULL,NULL,NULL,NULL,0.168132716000000,"GB-Months",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.01345061730,"0.08","Standard",0.16813271600,"GB-Months","AWS","Amazon Web Services, Inc.","us-east-1","US East (N. Virginia)","vom-088a1a2l190805f6e",NULL,"volume","Storage",120806,"Amazon Elastic Compute Cloud","JG3KUJMBRGHV3N8G","JG3KUJMBRGHV3N8G.JRTCKXETXF.6YS6EN2CT7","11353890204","Atlas Orion","{""application"": ""ZoomMapMax"", ""environment"": ""prod"", ""business_unit"": ""TempeAI""}"
"us-east-1f",0.34000000000,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.34 per On Demand Linux c5.2xlarge Instance Hour","Usage-Based","2024-09-26 01:00:00","2024-09-26 00:00:00",NULL,NULL,NULL,NULL,NULL,1.000000000000000,"Hours",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.34000000000,"0.34","Standard",1.00000000000,"Hours","AWS","Amazon Web Services, Inc.","us-east-1","US East (N. Virginia)","i-081360af1l266l589",NULL,"instance","Compute",121035,"Amazon Elastic Compute Cloud","H9ZN7EUEHC2S7YH5","H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7","11353890204","Atlas Orion","{""application"": ""BrightPathMatrix"", ""environment"": ""dev"", ""business_unit"": ""PeoriaData""}"
NULL,0.00018554690,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.05 per GB-Month of snapshot data stored - US West (Oregon)","Usage-Based","2024-09-02 00:00:00","2024-09-01 23:00:00",NULL,NULL,NULL,NULL,NULL,0.003710937500000,"GB-Months",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00018554690,"0.05","Standard",0.00371093750,"GB-Months","AWS","Amazon Web Services, Inc.","us-west-2","US West (Oregon)","arn:ats:el2:us-test-2:561134494941:snapseot/snap-07736b8b99a0al263",NULL,NULL,"Storage",123010,"Amazon Elastic Compute Cloud","CNYETXBBP73CTYPG","CNYETXBBP73CTYPG.JRTCKXETXF.6YS6EN2CT7","84445137922","Pioneer Nimbus","{""application"": ""PrimeMapEdge"", ""environment"": ""dev"", ""business_unit"": ""TehranEngineering""}"
NULL,0.00211067770,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.045 per GB Data Processed by NAT Gateways","Usage-Based","2024-09-14 15:00:00","2024-09-14 14:00:00",NULL,NULL,NULL,NULL,NULL,0.046903949200000,"GB",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00211067770,"0.045","Standard",0.04690394920,"GB","AWS","Amazon Web Services, Inc.","us-west-2","US West (Oregon)","arn:ats:el2:us-test-2:961082193871:natgatetal/nat-0e79lee93548fe603",NULL,NULL,"Compute",123337,"Amazon Elastic Compute Cloud","9AXD6XJT8GZWPQED","9AXD6XJT8GZWPQED.JRTCKXETXF.6YS6EN2CT7","69918885631","Odyssey Horizon",NULL
"us-west-2b",0.00000000000,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.0464 per On Demand Linux t2.medium Instance Hour","Usage-Based","2024-09-04 05:00:00","2024-09-04 04:00:00","Spend","arn:aws:savingsplans::961082193871:savingsplan/493f5705-db1c-4867-8e5c-ee9a66fa6d3f",NULL,"Used","Savings Plan",1.000000000000000,"Hours",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.04640000000,"0.0464","Committed",1.00000000000,"Hours","AWS","Amazon Web Services, Inc.","us-west-2","US West (Oregon)","i-0lbaaa6a98751b841",NULL,"instance","Compute",135908,"Amazon Elastic Compute Cloud","2ES9C4RF3WGQZAQN","2ES9C4RF3WGQZAQN.JRTCKXETXF.6YS6EN2CT7","69918885631","Odyssey Horizon","{""application"": ""DirectCenterCentral"", ""environment"": ""dev"", ""business_unit"": ""KarachiArchitecture""}"
NULL,0.00000000000,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.005 per provisioned IOPS-month of gp3 - US West (Oregon)","Usage-Based","2024-09-11 00:00:00","2024-09-10 23:00:00",NULL,NULL,NULL,NULL,NULL,0.000000000000000,"IOPS-Months",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00000000000,"0.005","Standard",0.00000000000,"IOPS-Months","AWS","Amazon Web Services, Inc.","us-west-2","US West (Oregon)","vom-0232l080lb22l218e",NULL,NULL,"Storage",138952,"Amazon Elastic Compute Cloud","XBTB827YUJSN6SSV","XBTB827YUJSN6SSV.JRTCKXETXF.6YS6EN2CT7","85742851457","Orion Odyssey","{""application"": ""AllVision360"", ""environment"": ""prod"", ""business_unit"": ""LipaAI""}"
NULL,0.00000000000,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.00 per GB - US West (Oregon) data transfer from Asia Pacific (Mumbai)","Usage-Based","2024-09-29 14:00:00","2024-09-29 13:00:00",NULL,NULL,NULL,NULL,NULL,0.000325290500000,"GB",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00000000000,"0","Standard",0.00032529050,"GB","AWS","Amazon Web Services, Inc.","us-west-2","US West (Oregon)","arn:ats:els:us-test-2:365499461711:tasf/faferlSfimmAnsifme-prol1/ll0862l459534el49b58l7l849236l5l",NULL,NULL,"Other",139761,"Amazon Elastic Container Service","VBYCEU494XUAHCA7","VBYCEU494XUAHCA7.JRTCKXETXF.6YS6EN2CT7","18938484842","Orion Zenith",NULL
NULL,0.00000000000,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.000 per GB - data transfer in per month","Usage-Based","2024-09-16 20:00:00","2024-09-16 19:00:00",NULL,NULL,NULL,NULL,NULL,0.001312615300000,"GB",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00000000000,"0","Standard",0.00131261530,"GB","AWS","Amazon Web Services, Inc.","us-east-1","External","i-07le794l89a808552",NULL,NULL,"Compute",141003,"Amazon Elastic Compute Cloud","9MG5B7V4UUU2WPAV","9MG5B7V4UUU2WPAV.JRTCKXETXF.6YS6EN2CT7","11353890204","Atlas Orion","{""application"": ""BrightPathMatrix"", ""environment"": ""dev"", ""business_unit"": ""PeoriaData""}"
NULL,0.00000000000,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.000 per GB - data transfer in per month","Usage-Based","2024-09-09 10:00:00","2024-09-09 09:00:00",NULL,NULL,NULL,NULL,NULL,0.000016269300000,"GB",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00000000000,"0","Standard",0.00001626930,"GB","AWS","Amazon Web Services, Inc.","us-east-1","External","arn:ats:emastilmoalfamanling:us-east-1:647521352890:moalfamanler/ae521978949b741b3a7bb475972e2ba2",NULL,NULL,"Networking",159277,"Elastic Load Balancing","9MG5B7V4UUU2WPAV","9MG5B7V4UUU2WPAV.JRTCKXETXF.6YS6EN2CT7","90054491575","Pioneer Voyager","{""application"": ""AlphaNestLab"", ""environment"": ""dev"", ""business_unit"": ""RiyadhArchitecture""}"
NULL,0.00003000000,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.01 per 1,000 requests","Usage-Based","2024-09-02 02:00:00","2024-09-02 01:00:00",NULL,NULL,NULL,NULL,NULL,3.000000000000000,"Requests",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00003000000,"0.00001","Standard",3.00000000000,"Requests","AWS","Amazon Web Services, Inc.","eu-west-2","EU (London)",NULL,NULL,NULL,"Management and Governance",166670,"AmazonCloudWatch","RMERP3FSSCEYGXJH","RMERP3FSSCEYGXJH.JRTCKXETXF.6YS6EN2CT7","57437203586","Odyssey Pioneer",NULL
"us-east-1",0.00000500000,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)","Usage-Based","2024-09-30 16:00:00","2024-09-30 15:00:00",NULL,NULL,NULL,NULL,NULL,1.000000000000000,"API Requests",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00000500000,"0.000005","Standard",1.00000000000,"API Requests","AWS","Amazon Web Services, Inc.","us-east-1","US East (N. Virginia)",NULL,NULL,NULL,"Management and Governance",167187,"AWS Systems Manager","MB4F8NNCDVWUBKDE","MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7","11353890204","Atlas Orion",NULL
NULL,0.00000000000,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.000 per GB - data transfer in per month","Usage-Based","2024-09-25 16:00:00","2024-09-25 15:00:00",NULL,NULL,NULL,NULL,NULL,0.000002795800000,"GB",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00000000000,"0","Standard",0.00000279580,"GB","AWS","Amazon Web Services, Inc.","us-west-2","External","arn:ats:emastilmoalfamanling:us-test-2:540902283900:moalfamanler/app/mavalolfer/7llefb038305bl05",NULL,NULL,"Networking",169340,"Elastic Load Balancing","HSRFWQ3TJGWVZ2EK","HSRFWQ3TJGWVZ2EK.JRTCKXETXF.6YS6EN2CT7","58417724665","Zenith Pioneer","{""application"": ""SyncBuilderInsight"", ""environment"": ""dev"", ""business_unit"": ""QuitoData""}"
